epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.2558717223736975,0.7616666666666667,0.08935625084241232,0.9423333333333334
2,0.03990591079658932,0.9585,0.015863204928735893,0.9853333333333333
3,0.014915391981601715,0.9875,0.007632536913268268,0.9956666666666667
4,0.010106948024903735,0.9938888888888889,0.007612686419238647,0.9956666666666667
5,0.00856350117839045,0.995,0.006436090120114386,0.9963333333333333
6,0.008588620319755541,0.9952222222222222,0.006855429387340943,0.996
